Hospital_Name,Hospital_Type,Address,contact,Specialities
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),S10 - Neurosurgery
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),S11 - Surgical Oncology
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),S14 - Plastic Surgery
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),S15 - Poly Trauma
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),S17 - Prostheses
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),M1 - Critical Care
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),M2 - General Medicine
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),M3 - Infectious Diseases
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),M4 - Pediatrics
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),M5 - Cardiology
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),M6 - Nephrology
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),M7 - Neurology
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),M8 - Pulmonology
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),M9 - Dermatology
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),M10 - Rheumatology
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),M11 - Endocrinology
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),M12 - Gastroenterology
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),S19.1 - Liver Transplantation Surgery
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),S19.2 - Heart Transplantation Surgery
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),S19.3 - Renal Transplantation Surgery
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),S19.4 - Lung Transplantation Surgery
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),S19.5 - Allogenic Stem Cell Transplantation
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),S19.6 - Autologous Stem Cell Transplantation
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),S19.7 - Heart And Lung Transplantation Surgery
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),M15 - Medical Oncology
Government Ent Hospital - Koti,Government-DME,"Hyderabad, Nampally, GHMC",Togari Vajra (9912254082),M16 - Radiation Oncology
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Kamde Sangarakshitha (8790225700),S1 - General Surgery
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S2 - Ent Surgery
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S3 - Ophthalmology Surgery
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S4 - Gynaecology And Obstetrics Surgery
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S5 - Orthopedic Surgery And Procedures
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S6 - Surgical Gastro Enterology
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S7 - Cardiac And Cardiothoracic Surgery
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S8 - Pediatric Surgeries
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S9 - Genito Urinary Surgeries
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S10 - Neurosurgery
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S11 - Surgical Oncology
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S14 - Plastic Surgery
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S15 - Poly Trauma
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S17 - Prostheses
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),M1 - Critical Care
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),M2 - General Medicine
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),M3 - Infectious Diseases
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),M4 - Pediatrics
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),M5 - Cardiology
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),M6 - Nephrology
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),M7 - Neurology
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),M8 - Pulmonology
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),M9 - Dermatology
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),M10 - Rheumatology
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),M11 - Endocrinology
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),M12 - Gastroenterology
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S19.1 - Liver Transplantation Surgery
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S19.2 - Heart Transplantation Surgery
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S19.3 - Renal Transplantation Surgery
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S19.4 - Lung Transplantation Surgery
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S19.5 - Allogenic Stem Cell Transplantation
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S19.6 - Autologous Stem Cell Transplantation
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),S19.7 - Heart And Lung Transplantation Surgery
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),M15 - Medical Oncology
Government General Hospital - Asifabad,Government-DME,"Komaram Bheem, Asifabad, -",Md.Sulaman (9515654441),M16 - Radiation Oncology
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Garapalli.Sathyam (9110777277),S1 - General Surgery
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Devarakonda Kiran (8499803283),S2 - Ent Surgery
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",P. Balraju (9000356775),S3 - Ophthalmology Surgery
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",K. Ashok (8074608643),S4 - Gynaecology And Obstetrics Surgery
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",G.Kotesh (9866866469),S5 - Orthopedic Surgery And Procedures
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. G. Thirupathi (8499803283),S6 - Surgical Gastro Enterology
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),S7 - Cardiac And Cardiothoracic Surgery
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),S8 - Pediatric Surgeries
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),S9 - Genito Urinary Surgeries
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),S10 - Neurosurgery
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),S11 - Surgical Oncology
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),S14 - Plastic Surgery
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),S15 - Poly Trauma
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),S17 - Prostheses
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),M1 - Critical Care
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),M2 - General Medicine
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),M3 - Infectious Diseases
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),M4 - Pediatrics
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),M5 - Cardiology
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),M6 - Nephrology
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),M7 - Neurology
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),M8 - Pulmonology
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),M9 - Dermatology
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),M10 - Rheumatology
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),M11 - Endocrinology
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),M12 - Gastroenterology
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),M15 - Medical Oncology
Government General Hospital - Bhupalapally,Government-DME,"Jayashankar, Bhupalpalle, -",Dr. Srikanth (9441107620),M16 - Radiation Oncology
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Chinthakindi Ramprasad (9908024126),S1 - General Surgery
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S2 - Ent Surgery
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S3 - Ophthalmology Surgery
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S4 - Gynaecology And Obstetrics Surgery
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S5 - Orthopedic Surgery And Procedures
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S6 - Surgical Gastro Enterology
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S7 - Cardiac And Cardiothoracic Surgery
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S8 - Pediatric Surgeries
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S9 - Genito Urinary Surgeries
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S10 - Neurosurgery
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S11 - Surgical Oncology
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S14 - Plastic Surgery
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S15 - Poly Trauma
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S17 - Prostheses
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),M1 - Critical Care
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),M2 - General Medicine
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),M3 - Infectious Diseases
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),M4 - Pediatrics
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),M5 - Cardiology
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),M6 - Nephrology
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),M7 - Neurology
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),M8 - Pulmonology
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),M9 - Dermatology
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),M10 - Rheumatology
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),M11 - Endocrinology
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),M12 - Gastroenterology
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S19.1 - Liver Transplantation Surgery
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S19.2 - Heart Transplantation Surgery
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S19.3 - Renal Transplantation Surgery
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S19.4 - Lung Transplantation Surgery
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S19.5 - Allogenic Stem Cell Transplantation
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S19.6 - Autologous Stem Cell Transplantation
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),S19.7 - Heart And Lung Transplantation Surgery
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),M15 - Medical Oncology
Government General Hospital - Jangoan,Government-DME,"Jangaon, Jangaon, Jangaon",Naga Raju Mekala(9951431325),M16 - Radiation Oncology
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",D Gangadhar (9948421135),S1 - General Surgery
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Etikela Mahesh(9951834925),S2 - Ent Surgery
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",G Swamy (9666067823),S3 - Ophthalmology Surgery
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Kummari Anjaiah (9393111650),S4 - Gynaecology And Obstetrics Surgery
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Dandu Nirmala (8074267930),S5 - Orthopedic Surgery And Procedures
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Pokkili Narsavva (7013398692),S6 - Surgical Gastro Enterology
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),S7 - Cardiac And Cardiothoracic Surgery
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),S8 - Pediatric Surgeries
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),S9 - Genito Urinary Surgeries
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),S10 - Neurosurgery
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),S11 - Surgical Oncology
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),S14 - Plastic Surgery
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),S15 - Poly Trauma
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),S17 - Prostheses
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),M1 - Critical Care
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),M2 - General Medicine
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),M3 - Infectious Diseases
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),M4 - Pediatrics
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),M5 - Cardiology
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),M6 - Nephrology
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),M7 - Neurology
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),M8 - Pulmonology
Government General Hospital - Kamareddy,Government-DME,"Kamareddy, Kamareddy, KAMAREDDY",Mohd Allahuddin (9492844130),M9 - Dermatology
