Sr.No,KendraCode,Name,StateName,DistrictName,PinCode,Address
543,PMBJK09170,Vijay Pal Singh,Delhi,South West,110043,"Shop No. 6, Gf Plot No. Kh. No.32/14/2 & 32/17/2, Anand Vihar, Village Nangli Sakrawati, South West Delhi"
544,PMBJK09173,Monika Jain,Delhi,West,110081,"Shop No1, Gf Plot No. 902, Kh. No. 75/16/1, Street No. 5, Tirthankar Nagar, Jain Nagar, Village Kara, West Delhi"
545,PMBJK09178,Babita,Delhi,East,110051,"One Shop On Ground Floor, Plot No.71/2, Kh.No.28/1, Baldev Park, Parwana Road, East Delhi"
546,PMBJK09179,Rakhi Pal,Delhi,West,110034,"Shop No. 487/A-36, Gf Khasra No. 487/36, Village Peeragarhi, Nangloi, West Delhi"
547,PMBJK09182,Chanda Thakur,Delhi,North West,110086,"Shop No.4, G.F, Kh.No. 46/15, Main Kanjhawala Road, F- Block, Budh Vihar, Phase-1, Poothkalan, Rithal, North West"
548,PMBJK09224,Bindu Saini,Delhi,West,110063,"Shop No. 113, Dda-Lsc, A-6 Block, Paschim Vihar, West Delhi"
549,PMBJK09242,Shalini Kumari,Delhi,West,110015,"One Shop On Ground Floor, Property No. Wz-524, Part-Ii, Basai Darapur, Madipur, West Delhi"
550,PMBJK09250,Ms.Rekha Sharma,Delhi,North West,110086,"Shop No.3, Ground Floor,Property No. B-1/49, Kh.No. 51/11, 12, Village-Karala, Katyani Vihar, Rajiv, North West"
551,PMBJK09251,Sunil Kumar Aggarwal,Delhi,South East,110062,"One Shop At Ground Floor,D-1154, Kh.No.1327/2, Gali No.1F, Main Road, Sangam Viha, Tughlakabad, South East"
552,PMBJK09252,Meena Bagga,Delhi,South West,110037,"Shop No.1, G.F, Rz-1-A, Kh.No.28/7/2, Kapashera X-Ing, Vill- Samalka, South West Delhi"
553,PMBJK09253,Babita Gupta,Delhi,East,110096,"Shop No.1, Ground Floor, Prop No. D-1/249, Block ?, New Kondli, East Delhi"
554,PMBJK09284,Sanjay Kumar,Delhi,South,110049,"Shop No. G-3, Ground Floor, Property Bearing Mcd No:.209, Kh.No.429, Masjid Moth, Malviya Nagar, South Delhi"
555,PMBJK09306,Priyanka Jha,Delhi,North West,110089,"Shop No.2, G.F, E-4, Sector-16, Rohini, North West"
556,PMBJK09324,Habibuddin Zaman,Delhi,Central,110002,"One Shop On Ground Floor, Part Of Prop.No. 1336(Old) And 2020-A(New), Ward No.X, Ganj Mir Khan, Dary, Central Delhi"
557,PMBJK09364,Sunita Luthra,Delhi,West,110064,"One Shop At Ground Floor,New Property No. M-32 & Old Property No.Wz- 175-B, Kh. No.-2062, Hari Nagar, West Delhi"
558,PMBJK09389,Manoj Kumar,Delhi,North East,110053,"One Shop On G.F, Property No. X-3/B-1, Kh. No. 1Etc/2Min, Gali No. 2, Brahampuri, North East Delhi"
559,PMBJK09390,Neera,Delhi,East,110094,"Shop At Property No. F-9/A,Ground Floor, Kh No. 1392/781 & 782, Gali No. 1, Harijan Basti, Sadatpur,, East Delhi"
560,PMBJK09405,Seema Sagar,Delhi,South,110064,"Shop No.4, On Ground Floor, Property No. Be-378, Hari Nagar, Street No.7, South Delhi"
561,PMBJK09406,Sudesh Devi,Delhi,South,110014,"One Shop At Ground Floor, Property Bearing Mcd No.768, Sunlight Colony-Ii, South Delhi"
562,PMBJK09450,Shivam,Delhi,East,110053,"One Shop On Gf, Property No. B-7/1, Kh. No. 750, Main Market, New Usmanpur, East Delhi"
563,PMBJK09451,Shanta Kumari,Delhi,East,110096,"One Shop On Ground Floor, Kh No.205, Village- Kondli, East Delhi"
564,PMBJK09472,Poonam Kumari,Delhi,West,110027,"Prop.No.14/123, Shop No.1, Ground Floor, Subhash Nagar, Tihar-1, West Delhi"
565,PMBJK09561,Krishna Devi,Delhi,East,110093,"One Shop, Gf, Kh.No. 382, Pol 50, Saboli Extn, Near Mcd School, Illaqa Shahdra, East Delhi"
566,PMBJK09871,Savitri,Delhi,North West,110085,"Pvt Portion No.3, Gf, C-9/62, Sector-8, Rohini, North West Delhi"
567,PMBJK09872,Praveen Kumar Gupta,Delhi,North West,110085,"Shop No 47 1St Floor Goodwill Plaza Dda Market Csc No-9 Sector 13 Rohini, North West Delhi"
568,PMBJK09898,"Vipin Jain (Managing Trustee, Mahattra Sadhvi Shr",Delhi,North,110036,"Mahattra Sadhvi Shree Mrigavati Ji Foundation, Vijay Vallabh Smarak, Jain Mandir, Alipur, North Delhi"
569,PMBJK09991,Kalpana Makhijani,Delhi,East,110091,"One Shop At Ground Floor, Block No 13, Plot No. 229, Near Jalebi Chowk, Kalyan Puri, East Delhi"
570,PMBJK09994,Ganga Devi,Delhi,North,110042,"Shop No 1, Gf, Khasra No. 379, Main Kushak Road, Sarup Nagar, North Delhi"
571,PMBJK09995,Meenakshi,Delhi,North,110036,"Shop No 1, Gf, Khasra No. 63/26, Near Dayal Market, Village- Alipur, North Delhi"
572,PMBJK10181,Suman Rani,Delhi,North East,110084,"One Shop On Ground Floor, Property No.12, Kh No. 120, Gali No. 14, Wazirabad Extn, Burari, North East Delhi"
573,PMBJK10188,Himanshu Vashishth,Delhi,North East,110094,"One Shop On Ground Floor, Plot No. B-5/1, Plot No. S-1/1, Main 33 Ft Road, Rect No-19, Killa No-10,, North East Delhi"
574,PMBJK10245,Shakuntala Devi,Delhi,West,110059,"Shop No.1, Gf, Pd-21, Near Metro Pillar No-640, Property Development Land Plot, Near Uttam Nagar Eas, West Delhi"
575,PMBJK10280,Anu Aggarwal,Delhi,East,110091,"Shop No- G-5 And G-6, Ground Floor, Atlantic Plaza, Dda Lsc, Plot No-1,Mayur Vihar Extension, Phase-, East Delhi"
576,PMBJK10394,Mukul Mathur,Delhi,West,110059,"One Shop At Ground Floor, Property No-4, L-Type Corner, Khasra No-38/2, Vikas Nagar, Uttam Nagar, West Delhi"
577,PMBJK10400,Shikha Kumari,Delhi,South West,110043,"Property No-81A, One Shop On Ground Floor, Khasra No- 64/13, 14&15, C-3 Block, Nangli Vihar Extn, Bap, South West"
578,PMBJK10479,Dileep,Delhi,West,110059,"H No-1, Shiv Vihar, Vikas Nagar, Uttam Nagar, West Delhi"
579,PMBJK10504,Shalu,Delhi,South West,110043,"Shop No-2, Gf, Plot No.12, Kh. No-136/12, Pole No M-195, Near 25 Foot Road, Jai Vihar, Najafgarh, South West Delhi"
580,PMBJK10505,Sudesh Venaik,Delhi,South East,110019,"Shop No.1, Ground Floor, Prop No-2, Mandakini Enclave, Nri Complex, Greater Kailash Iv, South East Delhi"
581,PMBJK10565,Sudesh Venaik,Delhi,South East,110024,"Shop No.1, On Ground Floor, Prop No. D-11, Lajpat Nagar 1,, South East Delhi"
582,PMBJK10576,Priyanka Singh,Delhi,East,110096,"One Shop Left Side At G.F, Property No. B-292 B, Khasra No- 390/263, Village-Saroda Bangar, East Delhi"
583,PMBJK10656,Priyanshu Rani,Delhi,Central,110005,"Shop No-1, Property No-674, Village-Sindhora Khurd, Anand Parbat, Karol Bagh, Central Delhi"
584,PMBJK10690,Geeta Luthra,Delhi,South East,110014,"Property Bearing Shop No.20, Ground Floor Jaganpura Extn. Market, Janga Pura (41), South East Delhi"
585,PMBJK10717,Geeta Luthra,Delhi,South East,110065,"One Shop On Ground Floor Property Bearing No-N-31 Srinivasi Market New Delhi Jaganpura Extn. Market,, South East Delhi"
586,PMBJK10738,Anuradha Kumari,Delhi,South East,110076,"Shop No. 20, Csc Pocket G, Near Apollo Hospital, Sarita Vihar, South East Delhi"
587,PMBJK10771,Priyanshu Rani,Delhi,South East,110062,"Shop No 4, A-44, Central Market, Madangir, Ambedkar Nagar (48), South East Delhi"
588,PMBJK10802,Kamla Sharma,Delhi,South West,110021,"Shop No.11, Ground Floor, Nanak Pura Market, Moti Bagh, South West Delhi"
589,PMBJK10821,Anita Gupta,Delhi,South East,110044,"One Shop On Ground Floor, Property No. A-222, Main Market Badarpur, South East Delhi"
590,PMBJK10832,Geeta Luthra,Delhi,South East,110065,"Shop No-43, Ground Floor, Market Block, Nehru Nagar, South East Delhi"
591,PMBJK10840,Punam Devi,Delhi,South,110025,"B-14-15, Kh No 418/169, Okhla Vihar, Jamia Nagar, South Delhi"
592,PMBJK10852,Sudha,Delhi,North East,110084,"Shop No.1, Ground Floor, Kh No.13/4, Prem Nagar, Village- Nathupura, Burari, North Delhi, North Delhi"
593,PMBJK10864,Kaushalya Devi,Delhi,South,110025,"Shop No.2, Ground Floor, Kh No 418, Abul Fazal Enclave Ii, Shaheen Bagh, Jamia Nagar, South Delhi"
594,PMBJK10891,Kishan Kumar,Delhi,South East,110048,"Shop No.1, G-8, Plot No.88, Zamrudpur, Greater Kailash Part- 1, South East Delhi"
595,PMBJK10911,Nitish Kumar,Delhi,South East,110019,"Shop No 421-C, Gali No 13 B, Tughlakabad Extention, South East Delhi"
596,PMBJK10923,Aniket Raj,Delhi,West,110041,"Shop No.1, G.F, Property No.6, And 10 Kh No.79/16, 25 And 80/20, Satyam Vihar Chanchal Park Block-B, West Delhi"
597,PMBJK10924,Saroj Kumar Jha,Delhi,North West,110086,"One Shop At Ground Floor, Kh No 37/2/1, Agar Nagar,"
598,,,,,,"Mubarakpur Road, Numbardar Market, North West Delhi"
599,PMBJK11102,Gitesh Luthra,Delhi,West,110015,"Pvt Shop No 2, G F, Property No M-15, Kirti Nagar, Moti Nagar, West Delhi"
600,PMBJK11130,Renu Devi,Delhi,South East,110025,"One Shop At Ground Floor, Property No T-326, Kh No 277, Khaider Baba Colony, Near By Batla House Bus, South East"
601,PMBJK11520,Rajesh Bharti,Delhi,East,110093,"Shop No-5, Gf, H No.1, Kh No-23/10, Main 33Ft Road, Rajeev Nagar, Mandoli, Gokal Puri, East Delhi"
602,PMBJK11589,Sadaf Ishrat,Delhi,South,110025,"One Shop At G/F,M-69,L-Type, Khasra No-271, Situated At Abul Fazal Encalve Part-1, Jamia Nagar, Okhl, South Delhi"
603,PMBJK11604,Nagma,Delhi,North West,110086,"One Shop On Ground Floor, Plot Noc-4/252, House No 252, Block C-4, Jj Colony, Sultan Puri, Sultanpur, North West Delhi"
604,PMBJK11811,Rachna Kumari,Delhi,North West,110039,"Shop No-2, G/F, Plot/Khasra No. 154/131, Near Syed Park, Village-Puthkhurd, Narela, North West"
605,PMBJK12095,Nitu Kumari,Delhi,South East,110025,"C-365, Khadar Extn-Li, Kh No.755, Ground Floor, L/S, Sarita Vihar, Madanpur, South East Delhi"
606,PMBJK12310,Shashi Goyal,Delhi,West,110087,"Shop No 6, Ground Floor, L S C, Pocket-D,S G S, Plazaa, Indra Enclave, G-17, Paschim Vihar, West Delhi"
607,PMBJK12312,Pranay Bagga,Delhi,South,110030,"Property No 17/1, Ground Floor, Ward No 1, Mehrauli, South Delhi"
608,PMBJK12324,Arvind,Delhi,North West,110042,"Pvt Shop No-2-A, Ground Floor, Khasra No-12/14, Vinayak Plaza, Libaspur Road, Village Samaipur, North West Delhi"
609,PMBJK12326,Ritu Sharma,Delhi,North West,110042,"Shop At Plot No-236, Ground Floor, Block-A, Pocket-4, Sector-28, Rohini, North West Delhi"
610,PMBJK12394,Anita Devi,Delhi,South West,110075,"Shop No-2, Ground Floor, Property Bearing No C-76, Khasra No 76/12, Mahavir Vihar, Block C/1, Dwarka, South West Delhi"
611,PMBJK12447,Kaushalya Devi,Delhi,South,110017,"Shop On Ground Foor, Property No-138, Hauz Rani, Malviya Nagar,, South Delhi"
612,PMBJK12448,Kamlesh Rani,Delhi,North West,110036,"One Shop On Ground Floor, Part Of Khasra No.52/1/1/1, Bhim Colony, Village-Bakhtawarpur, Narela, North West Delhi"
613,PMBJK12451,Prasanna Sriwastav,Delhi,East,110092,"Space At Circulating/Concourse Area, Anand Vihar Terminal Railway Station, Delhi Division, Patpargan, East Delhi"
614,PMBJK12515,Vandana Saxena,Delhi,North West,110035,"Shop No.1, Ground Floor, Plot No-211, Main Rampura Road, Tri Nagar, North West Delhi"
615,PMBJK12528,Mohd. Almas,Delhi,South East,110014,"Shop Pvt No-1, Ground Floor, Property No. T-62, Khasra No- 877/377, Bhogal Road, Bhogal, Jangapura, South East Delhi"
616,PMBJK12562,Kundan Kumar Datta,Delhi,South West,110059,"One Pvt.. Sho On Ground Floor, Property No-69, Khasra No- 883, Village-Nawada Sewak Park,Uttam Nagar, South West Delhi"
617,PMBJK12600,Sanjay Kumar Singh,Delhi,South West,110059,"One Shop At Gf, Plot No.4, Kh No-24/1, Avtar Vihar, Mohan Garden,Village-Razapur Khurd, Uttam Nagar, South West Delhi"
618,PMBJK12685,Durgawati Kumari,Delhi,South West,110043,"Shop No-2, G.F, Plot No D-5, Kh. No-62/10/1, Gali No-10, Baprola Harphool Vihar, South West Delhi"
619,PMBJK12686,Kriti Kumari,Delhi,South West,110071,"One Shop At Ground Floor, Plot No-10, Kh.No-16/22, 3-08, Qutub Vihar, Phase-I, C-Block, Matiala, South West Delhi"
620,PMBJK12734,Ashok Jain,Delhi,North,110034,"Shop No.17,Su Block, Csc/Dda Market, Pitampura, North Delhi"
621,PMBJK12735,Manish Aggarwal,Delhi,North,110033,"Shop At A-8, Khasra No.430/135/1, 3 Sanjay Nagar, Village Sarai Pipal Thala, North Delhi"
622,PMBJK12736,Manish Aggarwal,Delhi,East,110026,"Shop No.2, Ground Floor, Plot No.41, Road No.7, Property"
623,,,,,,"No.41/7, East Delhi"
624,PMBJK12737,Manish Aggarwal,Delhi,North,110088,"Shop No.3, Ground Floor, Csc, Block-Bp Shalimar Bagh, North Delhi"
625,PMBJK12756,Manish Aggarwal,Delhi,West,110015,"Shop Bearing Pvt. Shop No.2, Ground Floor, Property Bearing No.C-156, Moti Nagar, West Delhi"
626,PMBJK12757,Ritik Chawla,Delhi,New Delhi,110032,"Space No G-5 & G-14, Plot No 01, Harsha Corner, Complex, Dda Local Shopping Centre, Gazipur, New Delhi"
627,PMBJK12770,Arunoday Gupta,Delhi,North West,110018,"Shop No. 2, Ground Floor, F-2 & 3, Near 857 Bus Stand, J J Colony, Raghubir Nagar, North West Delhi"
628,PMBJK12771,Arunoday Gupta,Delhi,North West,110085,"Shop No. 3, Ground Floor, C-4/93, Sir Chhotu Ram Marg, Sector-6, Rohini, North West Delhi"
629,PMBJK12777,Arunoday Gupta,Delhi,North,110009,"Shop No.3, Ground Floor, Property No.2031, Outram Line, Kinsway Camp, North Delhi"
630,PMBJK12778,Ashok Jain,Delhi,West,110015,"G-4, Plot No.B-1, Balrama House Commercial Complex, Karampura, West Delhi"
631,PMBJK12779,Ashok Jain,Delhi,West,110015,"3/16, Satya Narain Marketm, Moti Nagar, West Delhi"
632,PMBJK12791,Arunoday Gupta,Delhi,North West,110085,"Unit Bearing No. G-57, Ground Floor, Aggarwal Central Plaza, Plot No.7, Community Centre, North West Delhi"
633,PMBJK12792,Arunoday Gupta,Delhi,North West,110063,"Shop No. 16&17, Ground Floor, Csc, Block A -4, Paschim Puri [Paschim Vihar], Near S. B. Mills, North West Delhi"
634,PMBJK12800,Arunoday Gupta,Delhi,North West,110009,"Space No. 1, Q-31, [Tagore Park], Model Town-1, North West Delhi"
635,PMBJK12853,Kanti Devi,Delhi,South,110047,"Shop No.1, G.F, Property No.60-A, Kh No-93, Ghora Mohalla, Aya Nagar, Mehrauli, South Delhi"
636,PMBJK12877,Tanvi,Delhi,Shahdara,110032,"One Shop On Ground Floor, Prop.No-5B/2, Khasra No.1551/281, Village-Karkardooma, East Arjun Nagar, Shahdara"
637,PMBJK12905,Deena Nath,Delhi,South,110068,"Shop No.3, Ground Floor, B-104, Maidan Garhi Extn, Chhatarpur, Maidan Garhi Road, South Delhi"
638,PMBJK12997,Lovely Tiwari,Delhi,South,110070,"Shop No.5, Ground Floor, Property No C-17, Masoodpur Village, Vasant Kunj, South Delhi"
639,PMBJK13105,Surbhi Gupta,Delhi,North West,110040,"One Shop On Ground Floor,At Property No-2115A. Bawana Road, Narela,North West, North West Delhi"
640,PMBJK13151,Reshma,Delhi,South East,110076,"Shop No.1, Ground Floor, Property No 123 & 124,Aali Village, Sarita Vihar, South East Delhi"
641,PMBJK13259,Priyanka Batra,Delhi,North West,110052,"Shop On Ground Floor, Property No-18, Khasra No- 645/851/652, Harijan Colony, Sawan Park, North West Delhi"
642,PMBJK13260,Riya Bhargava,Delhi,East,110092,"One Shop On Ground Floor, Plot No. I-87, Garhwali Mohalla, Kh.No.63/1, Laxmi Nagar, Village-Khureji, Shahdara"
643,PMBJK13321,Prem Shila,Delhi,South,110059,"Shop No-1, Ground Floor, Plot No-78, Khasra No-64/13, Block K-1 Extension, Mohan Garden, South Delhi"
644,PMBJK13347,Shikha,Delhi,South West,110043,"Plot No B-98, Kh No-144, Pp No-918, Indra Park, Near Sai Baba Mandir, Najafgarh, South West Delhi"
645,PMBJK13509,Kusum Devi,Delhi,North East,110053,"Pvt Shop No.1, Gf, Property No J-35, Gali No 7,3-1/2 Pusta Kartar Nagar, New Usmanpur, North East Delhi"
646,PMBJK13510,Amrita Kumari,Delhi,South,110074,"Shop At Ground Floor, Property No E-226, Sanjay Colony, Bhatti Mines, Saket, South Delhi"
647,PMBJK13554,Anjali,Delhi,West,110063,"Shop No.3, Gf, Property No G-51, Pushkar Enclave, Paschim Vihar, Shakur Basti, West Delhi"
648,PMBJK13555,Ram Munesh,Delhi,North East,110081,"Shop No.1, Ground Floor, Plot No.4 C, , Khasra No-28/13, Village- Madanpur Dabas, Madanpur Extn, North West"
649,PMBJK13556,Anamika Sharma,Delhi,North East,110042,"One Shop On Ground Floor, Property Bearing No A-432, Bhalswa Dairy Complex, Badli, North West, North West"
650,PMBJK13570,Ruchi Kumari,Delhi,North East,110042,"Shop No.2, Gf, Plot No.4, Kh No-953, Raja Vihar, Village- Siraspur, Badli, North West, North West"
651,PMBJK13601,Mukta Dutta,Delhi,West,110018,"Shop No-11, On Ground Floor, Csc, D-Block, Vikaspuri, West Delhi"
652,PMBJK13659,Sohail Khan,Delhi,South West,110080,"Shop No.1, G F, Property No L-I-862/14, Kh. No 35/1, L-1 St- Block, Gali No-14, Sangam, South West Delhi"
653,PMBJK13660,Manju,Delhi,North East,110039,"Shop No.3, Ground Floor, Mustatil No-42, Killa No-16/1, Hiralal Market, Village-Qutabgarh, North West Delhi"
654,PMBJK13700,Shalini Saluja,Delhi,North East,110085,"Shop No.25, Ground Floor, Omega Mall, Plot No-2, Cs/Ocf, Sector-25, Rohini, North West, North West Delhi"
655,PMBJK13701,Shalini Saluja,Delhi,North East,110086,"Shop No.3, At Ground Floor, Property Noj-19, Sharma Colony, Budh Vihar, Phase-2, Rithala, North West Delhi"
656,PMBJK13722,Priyanka Batra,Delhi,North West,110085,"Shop No2, Ground Floor, Property No-69, Block & Pocket-A- 2, Secto3, Rohini, North West, North West"
657,PMBJK13723,Priya,Delhi,North West,110039,"One Shop At Property No-1043, Ground Floor, Khasra No- 199, Main Kanjhawla, Village- Bawana, North West"
658,PMBJK13737,Anju Suri,Delhi,North West,110034,"Shop No. G-9, Ground Floor, Vardhman Fashion Mall, Lsc, Road No-43, Pitampura, North West, North West Delhi"
659,PMBJK13752,Rupali Mehra,Delhi,North East,110095,"Shop At Property No-15, Ground Floor, Khasra No-1 Min, Village- Tahirpur Dabas, Shahdara, North East Delhi"
660,PMBJK13767,Ritika,Delhi,North West,110085,"Shop No-2, At Ground Floor, Plot No-95, Pocket-5, Block-C, Sector-11, Rohini, North West, North West Delhi"
661,PMBJK13954,Anu Shree,Delhi,West,110063,"Shop No-11, Ground Floor, Gurudwara Gurusingh Sabha(Regd) Club Road, Pocket-3, Paschim Puri, Madipur, West Delhi"
662,PMBJK13955,Priya Solanki,Delhi,North West,110086,"Shop No-1, Ground Floor, Property No.Z-149, Prem Nagar, Phase-2, North West, North West Delhi"
663,PMBJK14029,Guddi Devi,Delhi,North West,110086,"Shop No-3, Property No-141, Ground Floor, Pocket-2, Near Dividing Road, Sec-22, Rohini, North West"
664,PMBJK14030,Sunita,Delhi,West,110077,"Shop No G-9, Ground Floor, Plot No-2, Manish Global Mall, Lsc-1, Sector-22, Dwarka Matiala, West Delhi"
665,PMBJK14079,Vikas Chauhan,Delhi,North West,110042,"Delhi Technological University, Govt. Of Nct Of Delhi, Shahbad Daulatpur Bawana Road, North West, North West Delhi"
666,PMBJK14139,Lalit Gulliya,Delhi,South,110017,"Shop No.1&2, Ground Floor, Property No E-364, Khasra No 740/496, Lal Dora Of Village, South Delhi"
667,PMBJK14140,Ravinder Kour,Delhi,East,110031,"Shop No.3, Ground Floor, Property No. 10/39, Jheel Kuranja, Geeta Colony, Krishna Nagar, East Delhi, East Delhi"
668,PMBJK14141,Neeru Vatnani,Delhi,East,110091,"Shop No.1&2, Ground Floor, Property No.6/100, Khichripur, East Delhi"
669,PMBJK14189,Oshin Aggarwal,Delhi,East,110092,"Shop No.10, Ground Floor, Local Shoping Centre, Block-A, Preet Vihar, East Delhi, East Delhi"
670,PMBJK14455,Rinki,Delhi,North West,110042,"Shop No. Ground Floor ,Property No A-208 Old No 47 And 48, Khasra No 30/9, Village Panisali, Deep Vi, North West Delhi"
671,PMBJK14551,Arunoday Gupta,Delhi,North West,110063,"Shop No.19,Ground Floor,Block A-4,Lsc, Near Shakshar Apartment, Paschim Vihar, North West Delhi"
672,PMBJK14567,Pranay Bagga,Delhi,South,110030,"Shop No.3,G F, Property No 66, Kh No 298/97, Village Ghitorni ,Gadia Mohalla, South Delhi"
673,PMBJK14599,Shweta,Delhi,South East,110062,"Shop On Ground Floor , Plot No.14/469,J J Colony, Dakshinpuri Extension, Dr Ambedkar Nagar, Deoli, South East Delhi"
674,PMBJK14609,Nitu Kumari,Delhi,Central,110005,"Shop No.11300 New, Ground Floor , Ward No Xiv, Kishan Ganj, Goushalla Marg, New Rohtak Road, Karol B, Central Delhi"
675,PMBJK14832,Geeta,Delhi,North West,110041,"One Shop On Ground Floor, Property Bearing No. 74, Block- A, Kh No 2054, Plot No.69, Village-Mundka,, North West"
676,PMBJK14876,Reena,Delhi,South West,110043,"Shop No-4, Ground Floor, Near Pole No.12, Khasra No-313, Village-Dindarpur, Najafgarh, South West"
677,PMBJK14938,Neha Saroha,Delhi,East,110092,"Shop No-G-3 & G-4, Ground Floor, Plot No.7, Alliance Tower- Ii, Lsc, Savita Vihar, Vishwas Nagar, East"
678,PMBJK14939,Lalita Joshi,Delhi,South,110080,"Property No.C-192-C, Ground Floor Shop, Khasra No-21/3, C-Block, School Road, Sangam Vihar, South"
679,PMBJK15075,Neha Malik,Delhi,North West,110040,"One Shop On Ground Floor, Khasra No-70/8/2, Gali No-11 B, Main Road, Swatantra Nagar, Narela, North, North West"
680,PMBJK15091,Sreelekha Narayan,Delhi,South,110074,"Shop No.9/10, Ground Floor, Kh No.52, Village-Satbari, Mehrauli, South Delhi"
681,PMBJK15112,Reetu,Delhi,East,110092,"Shop No G-4, Ground Floor, Ashish Complex, Plot No.2, Lsc, Surajmal Vihar, Vishwas Nagar, East Delhi"
682,PMBJK15196,Munni Kumari,Delhi,North West,110086,"One Shop On Ground Floor, Plot No-231, Kh No-416, Block Rz, Ph-1, Gali No-4, Karan Vihar, Kirari, North West"
683,PMBJK15219,Sarita Aggarwal,Delhi,East,110092,"Shop No G-29, Ground Floor, Plot No.9, Vardhman Indraprastha Plaza, Lsc-Ii, Mandawali Fazalpur, I P, East"
684,PMBJK15283,Neelam Devi,Delhi,South West,110061,"Shop No-1, Ground Floor, Khasra No.322/6, Main Road Bijwasan, South West"
685,PMBJK15290,Neeta,Delhi,North West,110086,"Pvt. Shop No.1&2, Gf, Property Bearing No.48, Block B-4, Sector-20, Rohini, North West"
686,PMBJK15584,Ram Adhar,Delhi,North East,110094,"One Shop On Ground Floor, New Property No. H-1-B & Old Property No H-5 & H-1, Hh No-363/1, North East"
687,PMBJK15853,Pranay Bagga,Delhi,South,110074,"One Shop At Ground Floor, Property No. 187/2, Village-Asola Fatehpur Beri, Chhattarpur, South Delhi, South"
688,PMBJK15949,Anuradha Kumari,Delhi,Central,110060,"Shop No 007, Ground Floor, Plot No 47/21-22, Main Pusa Road, Old Rajinder Nagar, Central Delhi, Central"
689,PMBJK15985,NACOF Ram Iqbal Singh,Delhi,South,110016,"H696-F8g, New RAK OPD, AIIMS Hospital, Campus Temple Unnamed Road, Ansari Nagar East, Malviya Nagar"
